Outlet_ID,Cluster,total_sales,no_units,total_volume
ID1501,0,2470616.6666666665,2229.6666666666665,2229.6666666666665
ID1520,2,1205870.0,12047.0,2409.4
ID1530,0,3118050.0,2795.0,2795.0
ID1530,1,3689350.0,3361.0,3361.0
ID1530,2,1487926.6666666667,14988.0,2997.6
ID1531,0,2684483.3333333335,2414.3333333333335,2414.3333333333335
ID1541,2,1135758.3333333333,5432.5,1557.8333333333333
ID1543,1,4703133.333333333,4239.333333333333,4239.333333333333
ID1543,2,1410746.6666666667,14040.666666666666,2808.1333333333337
ID1551,2,1161433.3333333333,1040.3333333333333,1040.3333333333333
ID1566,0,2947200.0,2658.5,2658.5
ID1566,1,4305750.0,3861.0,3861.0
ID1566,2,1215710.0,12095.666666666666,2419.1333333333337
ID1575,0,2356550.0,2105.0,2105.0
ID1587,2,1003471.6666666666,4848.333333333333,1381.2666666666667
ID1603,2,1290766.6666666667,1157.3333333333333,1157.3333333333333
ID1611,1,3574250.0,3215.3333333333335,3215.3333333333335
ID1611,2,1377816.6666666667,13846.0,2769.2000000000003
ID1625,0,2902850.0,2619.0,2619.0
ID1625,1,3323150.0,3004.5,3004.5
ID1625,2,1566416.6666666667,15709.666666666666,3141.933333333333
ID1635,2,1203216.6666666667,11952.666666666666,2390.5333333333333
ID1654,0,3061550.0,2772.0,2772.0
ID1654,1,3623850.0,3266.5,3266.5
ID1654,2,1414956.6666666667,14226.0,2845.2000000000003
ID1696,2,1223893.3333333333,12253.333333333334,2450.6666666666665
ID1718,2,1242266.6666666667,1118.0,1118.0
ID1721,1,3410616.6666666665,3081.3333333333335,3081.3333333333335
ID1721,2,1340043.3333333333,13446.666666666666,2689.3333333333335
ID1723,2,1001343.3333333334,4432.333333333333,1328.7333333333333
ID1726,2,1091966.6666666667,982.6666666666666,982.6666666666666
ID1732,2,1229480.0,12246.666666666666,2449.3333333333335
ID1734,2,1079670.0,10861.333333333334,2172.266666666667
ID1740,2,1251970.0,12529.0,2505.7999999999997
ID1743,2,1024983.3333333334,926.3333333333334,926.3333333333334
ID1745,2,1131483.3333333333,1018.3333333333334,1018.3333333333334
ID1750,1,3586600.0,3224.0,3224.0
ID1750,2,896833.3333333334,9027.333333333334,1805.4666666666665
ID1763,2,673753.3333333334,6724.333333333333,1344.8666666666668
ID1764,0,2989675.0,2686.0,2686.0
ID1764,1,3401050.0,3083.0,3083.0
ID1764,2,1393843.3333333333,13994.333333333334,2798.866666666667
ID1768,0,3162400.0,2824.0,2824.0
ID1768,1,3385975.0,3053.5,3053.5
ID1768,2,1544450.0,15442.333333333334,3088.466666666667
ID1769,2,974591.6666666666,4527.0,1315.1333333333334
ID1772,0,2830400.0,2527.0,2527.0
ID1772,1,3618050.0,3282.0,3282.0
ID1772,2,1460006.6666666667,14752.0,2950.4
ID1795,0,1967720.0,19621.0,3924.2
ID1795,1,3763200.0,3381.6666666666665,3381.6666666666665
ID1795,2,1642870.0,16294.5,3258.9
ID1808,0,3131200.0,2815.0,2815.0
ID1808,1,3679800.0,3334.5,3334.5
ID1808,2,1479793.3333333333,14821.0,2964.2000000000003
ID1811,0,2877050.0,2584.3333333333335,2584.3333333333335
ID1811,2,1382790.0,13909.0,2781.8000000000006
ID1818,2,1129410.0,11231.333333333334,2246.266666666667
ID1819,2,1167716.6666666667,1059.0,1059.0
ID1832,2,963135.0,4592.833333333333,1314.1666666666667
ID1840,0,2664343.3333333335,8647.666666666666,3147.4
ID1840,1,3346650.0,3037.0,3037.0
ID1840,2,1567075.0,15629.0,3125.8
ID1844,0,2878950.0,2589.3333333333335,2589.3333333333335
ID1859,2,1123406.6666666667,11280.0,2256.0
ID1860,2,650570.0,6548.666666666667,1309.7333333333333
ID1866,2,1026121.6666666666,5265.166666666667,1446.8999999999999
ID1878,2,1202113.3333333333,12013.333333333334,2402.6666666666665
ID1886,1,3467116.6666666665,3110.3333333333335,3110.3333333333335
ID1886,2,1690700.0,16937.333333333332,3387.466666666667
ID1893,2,545920.0,5488.666666666667,1097.7333333333333
ID1902,2,653100.0,6483.333333333333,1296.6666666666667
ID1908,1,3841000.0,3461.0,3461.0
ID1908,2,1298663.3333333333,13008.666666666666,2601.733333333333
ID1911,2,944406.6666666666,4214.166666666667,1255.6333333333334
ID1916,2,1179033.3333333333,1064.6666666666667,1064.6666666666667
ID1927,2,943630.0,4081.0,1242.4666666666665
ID1935,2,1102168.3333333333,5489.666666666667,1537.2666666666667
ID1946,2,1275256.6666666667,12759.0,2551.7999999999997
ID1948,2,1333100.0,1207.0,1207.0
ID1953,2,1175450.0,1062.3333333333333,1062.3333333333333
ID1954,0,2462383.3333333335,2201.6666666666665,2201.6666666666665
ID1968,2,972018.3333333334,4525.666666666667,1317.1333333333334
ID1983,2,1040513.3333333334,5233.833333333333,1458.8999999999999
ID1993,0,3096175.0,2770.5,2770.5
ID1993,1,3260450.0,2900.0,2900.0
ID1993,2,1230790.0,12192.666666666666,2438.5333333333333
ID1997,2,1199073.3333333333,11946.333333333334,2389.266666666667
ID2002,2,987696.6666666666,4692.166666666667,1350.4333333333334
ID2005,2,1257100.0,1126.6666666666667,1126.6666666666667
ID2031,1,3283800.0,2929.6666666666665,2929.6666666666665
ID2031,2,1347133.3333333333,13481.0,2696.2000000000003
ID2044,0,2675750.0,2419.6666666666665,2419.6666666666665
ID2051,1,3456283.3333333335,3100.0,3100.0
ID2051,2,1514023.3333333333,15122.0,3024.4
ID2054,2,682306.6666666666,6826.666666666667,1365.3333333333333
ID2059,2,1151793.3333333333,11506.333333333334,2301.266666666667
ID2074,0,2375616.6666666665,23733.333333333332,4746.666666666667
ID2074,1,4501650.0,4066.0,4066.0
ID2077,1,4073733.3333333335,3672.6666666666665,3672.6666666666665
ID2077,2,1502333.3333333333,15003.0,3000.6
ID2085,2,976686.6666666666,4522.166666666667,1315.9
ID2110,2,1151440.0,11539.0,2307.8
ID2112,0,2706550.0,2454.0,2454.0
ID2112,1,3659325.0,3296.0,3296.0
ID2112,2,1491526.6666666667,14951.0,2990.2000000000003
ID2117,2,1206916.6666666667,1097.0,1097.0
ID2126,2,1238976.6666666667,12457.333333333334,2491.4666666666667
ID2137,2,1249920.0,12426.333333333334,2485.266666666667
ID2138,1,3844166.6666666665,3441.6666666666665,3441.6666666666665
ID2138,2,1399466.6666666667,13981.333333333334,2796.2666666666664
ID2142,2,1167526.6666666667,11645.333333333334,2329.066666666667
ID2152,2,1172166.6666666667,11733.0,2346.6
ID2156,1,3386666.6666666665,3052.0,3052.0
ID2156,2,1475796.6666666667,14717.333333333334,2943.466666666667
ID2170,1,5616900.0,5050.0,5050.0
ID2170,2,1287863.3333333333,12867.666666666666,2573.5333333333333
ID2180,2,651933.3333333334,6534.0,1306.8
ID2198,2,702830.0,7014.666666666667,1402.9333333333334
ID2241,0,2635275.0,2372.0,2372.0
ID2241,1,3375600.0,2983.0,2983.0
ID2241,2,1461166.6666666667,14699.666666666666,2939.933333333333
ID2253,0,2659850.0,2411.5,2411.5
ID2253,1,3238700.0,2899.0,2899.0
ID2253,2,1516810.0,15194.333333333334,3038.866666666667
ID2263,2,1162110.0,11578.0,2315.6
ID2270,2,1239916.6666666667,1108.0,1108.0
ID2276,2,1183566.6666666667,11910.666666666666,2382.133333333333
ID2283,2,557390.0,5593.666666666667,1118.7333333333333
ID2291,0,2678366.6666666665,2407.6666666666665,2407.6666666666665
ID2321,0,2820475.0,2541.5,2541.5
ID2321,1,3439250.0,3109.0,3109.0
ID2321,2,1543460.0,15529.666666666666,3105.933333333333
ID2327,0,3108725.0,2801.5,2801.5
ID2327,1,3386600.0,3023.0,3023.0
ID2327,2,1424873.3333333333,14168.666666666666,2833.7333333333336
ID2333,2,910913.3333333334,4310.666666666667,1239.2
ID2342,0,2814750.0,2547.0,2547.0
ID2342,1,3559550.0,3169.0,3169.0
ID2342,2,1395123.3333333333,13929.333333333334,2785.866666666667
ID2367,0,3116000.0,2814.0,2814.0
ID2367,1,3259400.0,2953.0,2953.0
ID2367,2,1612786.6666666667,16079.666666666666,3215.933333333333
ID2370,1,3302400.0,2972.6666666666665,2972.6666666666665
ID2370,2,1395473.3333333333,14001.0,2800.2000000000003
ID2378,2,633920.0,6327.0,1265.3999999999999
ID2382,2,1196533.3333333333,1082.3333333333333,1082.3333333333333
ID2390,1,3897216.6666666665,3490.0,3490.0
ID2390,2,1495676.6666666667,15019.666666666666,3003.933333333333
ID2391,2,963430.0,5086.0,1378.9333333333334
ID2400,0,2559725.0,2316.0,2316.0
ID2400,1,3704350.0,3343.0,3343.0
ID2400,2,1297803.3333333333,12940.333333333334,2588.066666666667
ID2419,2,1152850.0,11602.333333333334,2320.4666666666667
ID2423,2,994053.3333333334,4593.666666666667,1341.1333333333334
ID2425,0,2446025.0,2205.0,2205.0
ID2425,2,1786500.0,1622.0,1622.0
ID2432,0,2994483.3333333335,2730.0,2730.0
ID2432,2,1361726.6666666667,13606.333333333334,2721.2666666666664
ID2453,2,1116926.6666666667,5658.333333333333,1571.1333333333332
ID2456,2,1231616.6666666667,1104.0,1104.0
ID2463,0,3008000.0,2710.0,2710.0
ID2463,1,3246200.0,2932.5,2932.5
ID2463,2,1426390.0,14247.333333333334,2849.4666666666667
ID2467,2,1242633.3333333333,1117.6666666666667,1117.6666666666667
ID2481,2,1112476.6666666667,11099.0,2219.7999999999997
ID2493,0,2624533.3333333335,2366.3333333333335,2366.3333333333335
ID2499,2,1241396.6666666667,12364.0,2472.8
ID2504,2,970435.0,4729.666666666667,1341.0
ID2508,2,1091900.0,10965.333333333334,2193.0666666666666
ID2521,1,3488133.3333333335,3165.6666666666665,3165.6666666666665
ID2521,2,1534313.3333333333,15295.0,3059.0
ID2525,2,1086156.6666666667,10769.333333333334,2153.866666666667
ID2533,2,1058621.6666666667,4887.166666666667,1431.4333333333334
ID2562,2,1098463.3333333333,10945.0,2189.0
ID2566,2,967208.3333333334,4352.0,1293.3333333333333
ID2582,2,1054083.3333333333,959.3333333333334,959.3333333333334
ID2592,2,1125603.3333333333,5591.833333333333,1565.1666666666667
ID2600,2,1242516.6666666667,1112.3333333333333,1112.3333333333333
ID2611,0,2421666.6666666665,2174.3333333333335,2174.3333333333335
ID2628,0,3015150.0,2679.0,2679.0
ID2628,1,3855750.0,3450.0,3450.0
ID2628,2,1553540.0,15449.666666666666,3089.933333333333
ID2631,2,1009186.6666666666,4693.0,1362.3333333333333
ID2648,0,2377183.3333333335,2140.3333333333335,2140.3333333333335
ID2655,2,1178606.6666666667,11750.0,2350.0
ID2670,0,2675325.0,2417.5,2417.5
ID2670,1,3498850.0,3148.0,3148.0
ID2670,2,1428973.3333333333,14398.333333333334,2879.6666666666665
ID2673,2,1174090.0,11713.666666666666,2342.7333333333336
ID2716,2,1128640.0,11273.0,2254.6
ID2725,0,2689933.3333333335,2410.0,2410.0
ID2729,1,3562150.0,3199.0,3199.0
ID2729,2,1649243.3333333333,16390.0,3278.0
ID2737,2,988405.0,4806.166666666667,1358.4333333333334
ID2798,0,2903500.0,2613.3333333333335,2613.3333333333335
ID2798,2,1417936.6666666667,14169.333333333334,2833.866666666667
ID2819,0,2240963.3333333335,22408.0,4481.6
ID2819,2,1268183.3333333333,1140.0,1140.0
ID2828,0,2860200.0,2561.0,2561.0
ID2828,1,4159950.0,3730.0,3730.0
ID2828,2,1470730.0,14595.666666666666,2919.133333333333
ID2846,2,1255303.3333333333,12581.0,2516.2000000000003
ID2857,2,1051258.3333333333,5008.333333333333,1434.0666666666666
ID2860,0,3016100.0,2723.5,2723.5
ID2860,1,3304550.0,2930.0,2930.0
ID2860,2,1504190.0,15156.333333333334,3031.266666666667
ID2861,0,2660300.0,2402.5,2402.5
ID2861,1,3835100.0,3475.0,3475.0
ID2861,2,1392663.3333333333,13837.333333333334,2767.4666666666667
ID2886,0,2688550.0,2419.0,2419.0
ID2886,1,3351150.0,3009.5,3009.5
ID2886,2,1246686.6666666667,12453.666666666666,2490.7333333333336
ID2897,2,1041756.6666666666,4916.166666666667,1418.5666666666666
ID2906,2,1088883.3333333333,10864.666666666666,2172.933333333334
ID2928,0,2362000.0,10818.0,3185.6
ID2928,1,3670825.0,3308.0,3308.0
ID2928,2,1592375.0,15754.0,3150.8
ID2929,0,3087900.0,2816.0,2816.0
ID2929,1,3673125.0,3305.0,3305.0
ID2929,2,1325866.6666666667,13378.333333333334,2675.6666666666665
ID2932,0,2473083.3333333335,2225.0,2225.0
ID2944,2,654850.0,6596.333333333333,1319.2666666666667
ID2951,2,972716.6666666666,4165.333333333333,1268.2666666666667
ID2957,2,1193073.3333333333,11876.0,2375.2000000000003
ID2978,2,990448.3333333334,4615.833333333333,1343.5666666666666
ID2979,2,1090026.6666666667,10906.333333333334,2181.2666666666664
ID2984,2,1379883.3333333333,1247.0,1247.0
ID3018,2,971431.6666666666,4669.166666666667,1332.6333333333334
ID3024,0,2624250.0,2380.0,2380.0
ID3024,1,3689025.0,3300.0,3300.0
ID3024,2,1461260.0,14478.333333333334,2895.6666666666665
ID3049,2,995545.0,4933.166666666667,1386.7666666666667
ID3075,1,3541266.6666666665,3194.3333333333335,3194.3333333333335
ID3075,2,1316270.0,13171.666666666666,2634.3333333333335
ID3083,2,1083140.0,10792.0,2158.4
ID3097,2,1273126.6666666667,12679.333333333334,2535.866666666667
ID3107,2,1027811.6666666666,5035.833333333333,1425.8333333333333
ID3125,2,1002408.3333333334,4858.5,1379.3
ID3127,0,2463417.5,17566.75,4080.35
ID3127,1,3738850.0,3392.0,3392.0
ID3140,2,1321283.3333333333,1191.3333333333333,1191.3333333333333
ID3142,1,3451850.0,3103.3333333333335,3103.3333333333335
ID3142,2,1252370.0,12455.333333333334,2491.066666666667
ID3153,0,2391633.3333333335,2160.6666666666665,2160.6666666666665
ID3156,0,2983200.0,2703.0,2703.0
ID3156,1,3611625.0,3253.0,3253.0
ID3156,2,1550950.0,15416.666666666666,3083.3333333333335
ID3169,2,1070283.3333333333,960.0,960.0
ID3181,0,2775450.0,2489.0,2489.0
ID3181,1,4003150.0,3600.0,3600.0
ID3181,2,1480823.3333333333,14914.0,2982.7999999999997
ID3189,0,2391450.0,2138.3333333333335,2138.3333333333335
ID3203,2,998460.0,4809.333333333333,1374.6666666666667
ID3205,0,3018975.0,2718.5,2718.5
ID3205,1,3535100.0,3176.0,3176.0
ID3205,2,1455513.3333333333,14582.0,2916.4
ID3213,0,2882950.0,2596.0,2596.0
ID3213,1,3563875.0,3187.0,3187.0
ID3213,2,1534073.3333333333,15181.333333333334,3036.2666666666664
ID3214,2,753606.6666666666,7532.333333333333,1506.4666666666665
ID3221,2,1352566.6666666667,13556.666666666666,2711.3333333333335
ID3222,0,2488533.3333333335,2246.6666666666665,2246.6666666666665
ID3227,0,2517466.6666666665,2266.0,2266.0
ID3232,0,2465466.6666666665,2229.3333333333335,2229.3333333333335
ID3236,0,2918083.3333333335,2627.6666666666665,2627.6666666666665
ID3236,2,1491020.0,14841.0,2968.2000000000003
ID3247,0,2937825.0,2636.5,2636.5
ID3247,1,3304650.0,2923.0,2923.0
ID3247,2,1286180.0,12951.0,2590.2000000000003
ID3269,2,995228.3333333334,4323.833333333333,1308.3666666666666
ID3287,2,1157216.6666666667,1050.6666666666667,1050.6666666666667
ID3289,0,3069350.0,2779.0,2779.0
ID3289,2,1406966.6666666667,14110.666666666666,2822.133333333333
ID3310,2,693666.6666666666,6969.666666666667,1393.9333333333334
ID3330,0,2717175.0,2408.5,2408.5
ID3330,1,4127000.0,3712.0,3712.0
ID3330,2,1365133.3333333333,13639.0,2727.8
ID3331,2,1030610.0,10246.333333333334,2049.266666666667
ID3335,2,1259916.6666666667,1133.3333333333333,1133.3333333333333
ID3343,2,1263233.3333333333,1132.3333333333333,1132.3333333333333
ID3376,0,2824450.0,2547.5,2547.5
ID3376,1,3689300.0,3292.0,3292.0
ID3376,2,1437213.3333333333,14337.0,2867.4
ID3386,0,2295250.0,2095.0,2095.0
ID3386,1,3883375.0,3506.0,3506.0
ID3386,2,1515560.0,15045.666666666666,3009.1333333333337
ID3409,2,1191750.0,1071.6666666666667,1071.6666666666667
ID3420,2,1070106.6666666667,10679.333333333334,2135.866666666667
ID3425,2,1134886.6666666667,11332.666666666666,2266.5333333333333
ID3435,2,1018776.6666666666,5141.166666666667,1431.8333333333333
ID3447,2,1219806.6666666667,12271.666666666666,2454.3333333333335
ID3458,0,3010850.0,2682.0,2682.0
ID3458,1,3627925.0,3284.5,3284.5
ID3458,2,1526920.0,15183.0,3036.6
ID3499,2,916576.6666666666,4522.666666666667,1271.7333333333333
ID3517,0,2612650.0,2355.3333333333335,2355.3333333333335
ID3522,2,973171.6666666666,4849.0,1356.6000000000001
ID3529,0,2817375.0,2528.5,2528.5
ID3529,1,3239050.0,2935.0,2935.0
ID3529,2,1490993.3333333333,14901.666666666666,2980.3333333333335
ID3534,0,2927350.0,2644.5,2644.5
ID3534,1,3433850.0,3117.0,3117.0
ID3534,2,1606023.3333333333,16060.0,3212.0
ID3549,1,4509116.666666667,4089.6666666666665,4089.6666666666665
ID3549,2,1442550.0,14461.666666666666,2892.3333333333335
ID3551,0,3074900.0,2775.5,2775.5
ID3551,1,3354100.0,3022.0,3022.0
ID3551,2,1317043.3333333333,13170.666666666666,2634.133333333333
ID3554,2,1040196.6666666666,4924.333333333333,1419.5333333333335
ID3570,0,2827350.0,2548.0,2548.0
ID3570,1,3204150.0,2871.0,2871.0
ID3570,2,1605696.6666666667,16007.333333333334,3201.466666666667
ID3582,2,1319496.6666666667,13236.666666666666,2647.3333333333335
ID3590,1,3713866.6666666665,3326.6666666666665,3326.6666666666665
ID3590,2,1405083.3333333333,13992.0,2798.4
ID3607,0,2683950.0,2445.0,2445.0
ID3607,1,3471650.0,3133.0,3133.0
ID3607,2,1446930.0,14540.0,2908.0
ID3631,2,1006631.6666666666,4750.333333333333,1369.0
ID3641,2,956110.0,4512.666666666667,1302.9333333333334
ID3652,0,2718450.0,2470.0,2470.0
ID3652,1,3346050.0,3022.5,3022.5
ID3652,2,1259866.6666666667,12539.666666666666,2507.933333333334
ID3656,2,1309040.0,13096.666666666666,2619.3333333333335
ID3662,2,1186666.6666666667,1067.0,1067.0
ID3688,2,1189560.0,11929.333333333334,2385.866666666667
ID3689,1,3394400.0,3053.6666666666665,3053.6666666666665
ID3689,2,1467236.6666666667,14558.0,2911.6
ID3715,2,986940.0,9935.0,1987.0
ID3723,2,1046163.3333333334,5180.5,1451.4333333333334
ID3726,2,1123566.6666666667,11299.666666666666,2259.9333333333334
ID3739,0,3075100.0,2766.5,2766.5
ID3739,1,3424500.0,3111.0,3111.0
ID3739,2,1472690.0,14650.0,2930.0
ID3741,1,3699550.0,3327.6666666666665,3327.6666666666665
ID3741,2,844330.0,8457.0,1691.3999999999999
ID3762,2,1005081.6666666666,4333.0,1315.2666666666667
ID3767,2,1066633.3333333333,959.3333333333334,959.3333333333334
ID3768,0,2358983.3333333335,2133.6666666666665,2133.6666666666665
ID3773,0,2558783.3333333335,2309.3333333333335,2309.3333333333335
ID3794,0,2787366.6666666665,2522.0,2522.0
ID3797,2,581796.6666666666,5826.666666666667,1165.3333333333333
ID3807,2,1134460.0,11357.333333333334,2271.4666666666667
ID3813,2,1010768.3333333334,4898.5,1393.7
ID3815,2,1167500.0,1056.0,1056.0
ID3839,0,3088866.6666666665,2779.0,2779.0
ID3839,2,1411143.3333333333,14051.666666666666,2810.3333333333335
ID3844,0,3064633.3333333335,2777.6666666666665,2777.6666666666665
ID3844,2,1550660.0,15538.333333333334,3107.6666666666665
ID3859,2,1006838.3333333334,4914.5,1393.0333333333335
ID3866,0,2857650.0,2588.0,2588.0
ID3866,1,3524950.0,3182.5,3182.5
ID3866,2,1237383.3333333333,12429.333333333334,2485.866666666667
ID3871,0,2737125.0,2474.0,2474.0
ID3871,1,4203300.0,3846.0,3846.0
ID3871,2,1351673.3333333333,13534.666666666666,2706.933333333334
ID3874,2,1194950.0,1079.6666666666667,1079.6666666666667
ID3876,2,1208893.3333333333,11957.333333333334,2391.4666666666667
ID3881,0,2184600.0,1917.0,1917.0
ID3881,1,3599150.0,3212.5,3212.5
ID3881,2,1405910.0,14104.0,2820.7999999999997
ID3899,2,1287816.6666666667,1161.3333333333333,1161.3333333333333
ID3910,2,1088476.6666666667,10871.333333333334,2174.266666666667
ID3922,0,2937700.0,2633.0,2633.0
ID3922,2,1425866.6666666667,14205.666666666666,2841.1333333333337
ID3935,0,2943700.0,2644.0,2644.0
ID3935,1,3944300.0,3538.0,3538.0
ID3935,2,1562246.6666666667,15553.0,3110.6
ID3946,0,2776667.5,21370.25,4776.65
ID3946,1,3851700.0,3475.0,3475.0
ID3948,2,1178216.6666666667,1068.0,1068.0
ID3968,0,2436416.6666666665,2213.3333333333335,2213.3333333333335
ID3980,2,1088690.0,10839.0,2167.8
ID3985,0,2410180.0,23875.666666666668,4775.133333333334
ID3985,1,4249183.333333333,3823.6666666666665,3823.6666666666665
ID3999,0,2403950.0,2174.0,2174.0
ID3999,1,3356525.0,2994.0,2994.0
ID3999,2,1385590.0,13989.0,2797.8000000000006
ID4003,2,1177168.3333333333,6373.0,1705.5333333333335
ID4005,2,620886.6666666666,6199.333333333333,1239.8666666666666
ID4010,2,1270183.3333333333,1142.0,1142.0
ID4011,0,3095550.0,2800.0,2800.0
ID4011,1,3375425.0,3057.5,3057.5
ID4011,2,1322253.3333333333,13203.333333333334,2640.6666666666665
ID4013,2,1033448.3333333334,5307.833333333333,1462.5
ID4014,2,1015238.3333333334,4796.166666666667,1384.8333333333333
ID4015,0,2845460.0,28503.333333333332,5700.666666666667
ID4015,1,8731916.666666666,7871.666666666667,7871.666666666667
ID4023,0,2987850.0,2685.0,2685.0
ID4023,1,3438875.0,3083.0,3083.0
ID4023,2,1494310.0,14851.333333333334,2970.2666666666664
ID4026,2,679993.3333333334,6819.0,1363.8
ID4028,2,909955.0,4313.333333333333,1243.8666666666666
ID4030,2,991980.0,4492.166666666667,1324.3
ID4035,0,2304800.0,2071.6666666666665,2071.6666666666665
ID4041,1,3406083.3333333335,3065.0,3065.0
ID4041,2,1107780.0,11122.333333333334,2224.4666666666667
ID4057,2,1035313.3333333334,4927.333333333333,1413.4666666666665
ID4065,0,2464400.0,2214.0,2214.0
ID4065,1,3427175.0,3086.0,3086.0
ID4065,2,1333370.0,13351.0,2670.2000000000003
ID4087,0,3109950.0,2821.0,2821.0
ID4087,1,3704825.0,3354.0,3354.0
ID4087,2,1492036.6666666667,15001.0,3000.2000000000003
ID4092,2,1158786.6666666667,11588.0,2317.6
ID4099,0,2662050.0,2401.0,2401.0
ID4107,2,1019973.3333333334,5145.333333333333,1433.4666666666665
ID4108,2,1045403.3333333334,10489.666666666666,2097.9333333333334
ID4109,2,1236896.6666666667,12356.666666666666,2471.3333333333335
ID4119,2,938586.6666666666,4452.166666666667,1282.1666666666667
ID4138,0,2489750.0,2251.6666666666665,2251.6666666666665
ID4158,1,3441883.3333333335,3099.6666666666665,3099.6666666666665
ID4158,2,1537666.6666666667,15533.0,3106.6
