Outlet_ID,product_type,Month,total_sales,no_units,total_volume,area(sqft)
ID1136,1,3,1394400.0,13984.0,2796.8,6590.0
ID1137,0,1,2181150.0,1993.0,1993.0,2943.0
ID1137,0,2,2268150.0,2039.0,2039.0,2943.0
ID1137,0,3,2343800.0,2120.0,2120.0,2943.0
ID1143,0,1,1293950.0,1171.0,1171.0,2545.0
ID1143,0,2,1203600.0,1078.0,1078.0,2545.0
ID1143,0,3,964450.0,881.0,881.0,2545.0
ID1143,1,1,728130.0,7306.0,1461.2,2545.0
ID1143,1,2,1164130.0,11599.0,2319.8,2545.0
ID1143,1,3,922050.0,9234.0,1846.8000000000002,2545.0
ID1150,1,1,1173790.0,11834.0,2366.8,4605.0
ID1150,1,2,1243030.0,12408.0,2481.6,4605.0
ID1150,1,3,1141100.0,11466.0,2293.2,4605.0
ID1193,0,1,3953100.0,3523.0,3523.0,3871.0
ID1193,0,2,3095650.0,2779.0,2779.0,3871.0
ID1193,0,3,3670850.0,3316.0,3316.0,3871.0
ID1193,1,1,1504000.0,14940.0,2988.0,3871.0
ID1193,1,2,1497840.0,15041.0,3008.2000000000003,3871.0
ID1193,1,3,1713740.0,17271.0,3454.2000000000003,3871.0
ID1202,0,1,3901600.0,3504.0,3504.0,8570.0
ID1202,0,2,3683700.0,3298.0,3298.0,8570.0
ID1202,0,3,3315200.0,2985.0,2985.0,8570.0
ID1202,1,1,1576490.0,15831.0,3166.2000000000003,8570.0
ID1202,1,2,1639490.0,16766.0,3353.2,8570.0
ID1202,1,3,1386010.0,13880.0,2776.0,8570.0
ID1210,0,1,1077550.0,976.0,976.0,3322.0
ID1210,0,2,1156000.0,1038.0,1038.0,3322.0
ID1210,0,3,1090750.0,986.0,986.0,3322.0
ID1210,1,1,1105550.0,11091.0,2218.2000000000003,3322.0
ID1210,1,2,683630.0,6874.0,1374.8000000000002,3322.0
ID1210,1,3,959120.0,9669.0,1933.8000000000002,3322.0
ID1214,0,1,982400.0,878.0,878.0,2165.0
ID1214,0,2,1358050.0,1235.0,1235.0,2165.0
ID1214,0,3,1117850.0,1017.0,1017.0,2165.0
ID1217,0,1,1150850.0,1042.0,1042.0,3900.0
ID1217,0,2,1218250.0,1097.0,1097.0,3900.0
ID1217,0,3,1077750.0,981.0,981.0,3900.0
ID1217,1,1,805080.0,7926.0,1585.2,3900.0
ID1217,1,2,763220.0,7469.0,1493.8,3900.0
ID1217,1,3,977100.0,9843.0,1968.6000000000001,3900.0
ID1234,1,1,1167710.0,11635.0,2327.0,3999.0
ID1234,1,2,1220640.0,12136.0,2427.2,3999.0
ID1234,1,3,1066570.0,10575.0,2115.0,3999.0
ID1255,0,1,1121700.0,1018.0,1018.0,2423.0
ID1255,0,2,1134600.0,1007.0,1007.0,2423.0
ID1255,0,3,1156350.0,1036.0,1036.0,2423.0
ID1255,1,1,888790.0,8935.0,1787.0,2423.0
ID1255,1,2,883290.0,8932.0,1786.4,2423.0
ID1255,1,3,914430.0,9135.0,1827.0,2423.0
ID1256,0,1,1380900.0,1243.0,1243.0,2267.0
ID1256,0,2,961400.0,880.0,880.0,2267.0
ID1256,0,3,1299000.0,1168.0,1168.0,2267.0
ID1256,1,1,609940.0,6166.0,1233.2,2267.0
ID1256,1,2,775170.0,7756.0,1551.2,2267.0
ID1256,1,3,836660.0,8349.0,1669.8,2267.0
ID1259,1,1,1097300.0,11060.0,2212.0,5698.0
ID1259,1,2,1114640.0,11127.0,2225.4,5698.0
ID1259,1,3,880500.0,8853.0,1770.6000000000001,5698.0
ID1279,0,1,3517750.0,3152.0,3152.0,5486.0
ID1279,0,2,2893450.0,2636.0,2636.0,5486.0
ID1279,0,3,3491950.0,3157.0,3157.0,5486.0
ID1279,1,1,1552690.0,15471.0,3094.2000000000003,5486.0
ID1279,1,2,1436770.0,14174.0,2834.8,5486.0
ID1279,1,3,1097590.0,11110.0,2222.0,5486.0
ID1298,0,1,2549100.0,2314.0,2314.0,1728.0
ID1298,0,2,2034450.0,1816.0,1816.0,1728.0
ID1298,0,3,2256850.0,2058.0,2058.0,1728.0
ID1303,0,1,3850500.0,3503.0,3503.0,8210.0
ID1303,0,2,3860450.0,3479.0,3479.0,8210.0
ID1303,0,3,2848800.0,2589.0,2589.0,8210.0
ID1303,1,1,1609060.0,16021.0,3204.2000000000003,8210.0
ID1303,1,2,1708790.0,17104.0,3420.8,8210.0
ID1303,1,3,1339410.0,13393.0,2678.6,8210.0
ID1304,0,1,2301300.0,2078.0,2078.0,2372.0
ID1304,0,2,2494800.0,2252.0,2252.0,2372.0
ID1304,0,3,2401050.0,2166.0,2166.0,2372.0
ID1304,1,1,1857280.0,18649.0,3729.8,2372.0
ID1304,1,2,1516660.0,15144.0,3028.8,2372.0
ID1304,1,3,1654410.0,16524.0,3304.8,2372.0
ID1307,0,1,1192550.0,1075.0,1075.0,3522.0
ID1307,0,2,1169050.0,1041.0,1041.0,3522.0
ID1307,0,3,1203350.0,1094.0,1094.0,3522.0
ID1307,1,1,873670.0,8905.0,1781.0,3522.0
ID1307,1,2,773860.0,7669.0,1533.8,3522.0
ID1307,1,3,920330.0,9275.0,1855.0,3522.0
ID1314,0,1,3815000.0,3445.0,3445.0,8216.0
ID1314,0,2,3241600.0,2910.0,2910.0,8216.0
ID1314,0,3,2857150.0,2603.0,2603.0,8216.0
ID1314,1,1,1360820.0,13535.0,2707.0,8216.0
ID1314,1,2,1420840.0,14266.0,2853.2,8216.0
ID1314,1,3,1585140.0,15989.0,3197.8,8216.0
ID1323,0,1,1064650.0,964.0,964.0,1215.0
ID1323,0,2,939450.0,844.0,844.0,1215.0
ID1323,0,3,1158000.0,1049.0,1049.0,1215.0
ID1323,1,1,775840.0,7777.0,1555.4,1215.0
ID1323,1,2,692090.0,6865.0,1373.0,1215.0
ID1323,1,3,614300.0,6082.0,1216.4,1215.0
ID1329,1,1,717710.0,7094.0,1418.8000000000002,1774.0
ID1329,1,2,688840.0,6892.0,1378.4,1774.0
ID1329,1,3,725800.0,7210.0,1442.0,1774.0
ID1338,0,1,2716050.0,2435.0,2435.0,4109.0
ID1338,0,2,2891400.0,2602.0,2602.0,4109.0
ID1338,0,3,2675200.0,2440.0,2440.0,4109.0
ID1356,0,1,1183250.0,1070.0,1070.0,1127.0
ID1356,0,2,1311850.0,1184.0,1184.0,1127.0
ID1356,0,3,1112950.0,1005.0,1005.0,1127.0
ID1356,1,1,943200.0,9467.0,1893.4,1127.0
ID1356,1,2,987900.0,9734.0,1946.8000000000002,1127.0
ID1356,1,3,878660.0,8870.0,1774.0,1127.0
ID1360,0,1,1283900.0,1153.0,1153.0,3404.0
ID1360,0,2,1319750.0,1199.0,1199.0,3404.0
ID1360,0,3,1125750.0,1013.0,1013.0,3404.0
ID1365,0,1,1279750.0,1160.0,1160.0,3557.0
ID1365,0,2,1245250.0,1121.0,1121.0,3557.0
ID1365,0,3,1144850.0,1033.0,1033.0,3557.0
ID1365,1,1,1574140.0,15602.0,3120.4,3557.0
ID1365,1,2,1120860.0,11198.0,2239.6,3557.0
ID1365,1,3,1238690.0,12485.0,2497.0,3557.0
ID1379,0,1,2730200.0,2463.0,2463.0,3391.0
ID1379,0,2,2122300.0,1916.0,1916.0,3391.0
ID1379,0,3,2937850.0,2624.0,2624.0,3391.0
ID1382,0,1,1001900.0,897.0,897.0,3640.0
ID1382,0,2,1260000.0,1134.0,1134.0,3640.0
ID1382,0,3,1082800.0,968.0,968.0,3640.0
ID1382,1,1,412550.0,4150.0,830.0,3640.0
ID1382,1,2,1062980.0,10703.0,2140.6,3640.0
ID1382,1,3,988540.0,9817.0,1963.4,3640.0
ID1414,0,1,1048100.0,935.0,935.0,1294.0
ID1414,0,2,1223800.0,1098.0,1098.0,1294.0
ID1414,0,3,1185350.0,1069.0,1069.0,1294.0
ID1414,1,1,915110.0,9276.0,1855.2,1294.0
ID1414,1,2,1035440.0,10314.0,2062.8,1294.0
ID1414,1,3,846860.0,8465.0,1693.0,1294.0
ID1417,0,1,2346250.0,2117.0,2117.0,5669.0
ID1417,0,2,2797300.0,2535.0,2535.0,5669.0
ID1417,0,3,2693500.0,2412.0,2412.0,5669.0
ID1425,0,1,2820000.0,2541.0,2541.0,6718.0
ID1425,0,2,2906400.0,2578.0,2578.0,6718.0
ID1425,0,3,3520450.0,3155.0,3155.0,6718.0
ID1425,1,1,1204470.0,12217.0,2443.4,6718.0
ID1425,1,2,1667150.0,16636.0,3327.2,6718.0
ID1425,1,3,1163090.0,11488.0,2297.6,6718.0
ID1429,0,1,2527150.0,2288.0,2288.0,2077.0
ID1429,0,2,2162950.0,1935.0,1935.0,2077.0
ID1429,0,3,2355800.0,2129.0,2129.0,2077.0
ID1429,1,1,783430.0,7881.0,1576.2,2077.0
ID1429,1,2,851000.0,8500.0,1700.0,2077.0
ID1429,1,3,891640.0,9010.0,1802.0,2077.0
ID1443,0,1,4751250.0,4264.0,4264.0,7264.0
ID1443,0,2,3713250.0,3348.0,3348.0,7264.0
ID1443,0,3,3599600.0,3249.0,3249.0,7264.0
ID1443,1,1,1351890.0,13535.0,2707.0,7264.0
ID1443,1,2,1315770.0,13259.0,2651.8,7264.0
ID1443,1,3,1681710.0,16852.0,3370.4,7264.0
ID1446,0,1,1179350.0,1064.0,1064.0,3411.0
ID1446,0,2,1076150.0,962.0,962.0,3411.0
ID1446,0,3,1254200.0,1128.0,1128.0,3411.0
ID1446,1,1,510900.0,4985.0,997.0,3411.0
ID1446,1,2,896710.0,8995.0,1799.0,3411.0
ID1446,1,3,780270.0,7735.0,1547.0,3411.0
ID1467,0,1,4138250.0,3734.0,3734.0,6696.0
ID1467,0,2,3979900.0,3599.0,3599.0,6696.0
ID1467,0,3,3428350.0,3066.0,3066.0,6696.0
ID1467,1,1,1311460.0,12929.0,2585.8,6696.0
ID1467,1,2,1520090.0,15095.0,3019.0,6696.0
ID1467,1,3,939200.0,9257.0,1851.4,6696.0
ID1476,0,1,1263550.0,1150.0,1150.0,831.0
ID1476,0,2,1043550.0,942.0,942.0,831.0
ID1476,0,3,1166450.0,1041.0,1041.0,831.0
ID1476,1,1,708100.0,7059.0,1411.8,831.0
ID1476,1,2,751820.0,7506.0,1501.2,831.0
ID1476,1,3,843630.0,8365.0,1673.0,831.0
ID1479,0,1,2979500.0,2694.0,2694.0,3680.0
ID1479,0,2,3215750.0,2904.0,2904.0,3680.0
ID1479,0,3,3906450.0,3468.0,3468.0,3680.0
ID1479,1,1,1292780.0,13133.0,2626.6,3680.0
ID1479,1,2,1906670.0,19148.0,3829.6,3680.0
ID1479,1,3,1226440.0,12303.0,2460.6,3680.0
ID1480,0,1,3260900.0,2959.0,2959.0,7993.0
ID1480,0,2,3080550.0,2767.0,2767.0,7993.0
ID1480,0,3,2765550.0,2492.0,2492.0,7993.0
ID1480,1,1,1661440.0,16709.0,3341.8,7993.0
ID1480,1,2,1263910.0,12834.0,2566.8,7993.0
ID1480,1,3,1588460.0,15753.0,3150.6000000000004,7993.0
ID1484,0,1,2578950.0,2347.0,2347.0,6129.0
ID1484,0,2,3644050.0,3319.0,3319.0,6129.0
ID1484,0,3,3160650.0,2863.0,2863.0,6129.0
ID1484,1,1,1890190.0,18861.0,3772.2000000000003,6129.0
ID1484,1,2,1649590.0,16488.0,3297.6,6129.0
ID1484,1,3,1354530.0,13310.0,2662.0,6129.0
ID1485,0,1,6336900.0,5718.0,5718.0,7009.0
ID1485,0,2,5417050.0,4868.0,4868.0,7009.0
ID1485,0,3,5469950.0,4949.0,4949.0,7009.0
ID1485,1,1,1381050.0,14082.0,2816.4,7009.0
ID1485,1,2,1554230.0,15505.0,3101.0,7009.0
ID1485,1,3,1503970.0,15191.0,3038.2000000000003,7009.0
ID1494,1,1,805770.0,8013.0,1602.6000000000001,152.0
ID1494,1,2,711730.0,7030.0,1406.0,152.0
ID1494,1,3,518090.0,5218.0,1043.6000000000001,152.0
ID1501,0,1,2898000.0,2603.0,2603.0,2403.0
ID1501,0,2,2012450.0,1822.0,1822.0,2403.0
ID1501,0,3,2501400.0,2264.0,2264.0,2403.0
ID1520,1,1,1339120.0,13330.0,2666.0,4114.0
ID1520,1,2,1031260.0,10370.0,2074.0,4114.0
ID1520,1,3,1247230.0,12441.0,2488.2,4114.0
ID1530,0,1,3118050.0,2795.0,2795.0,7824.0
ID1530,0,2,3314450.0,3034.0,3034.0,7824.0
ID1530,0,3,4064250.0,3688.0,3688.0,7824.0
ID1530,1,1,1387860.0,13819.0,2763.8,7824.0
ID1530,1,2,1590390.0,16148.0,3229.6,7824.0
ID1530,1,3,1485530.0,14997.0,2999.4,7824.0
ID1531,0,1,2087000.0,1875.0,1875.0,6928.0
ID1531,0,2,3134650.0,2827.0,2827.0,6928.0
ID1531,0,3,2831800.0,2541.0,2541.0,6928.0
ID1541,0,1,1179900.0,1073.0,1073.0,3139.0
ID1541,0,2,1422050.0,1285.0,1285.0,3139.0
ID1541,0,3,1304400.0,1177.0,1177.0,3139.0
ID1541,1,1,972470.0,9722.0,1944.4,3139.0
ID1541,1,2,1085660.0,10848.0,2169.6000000000004,3139.0
ID1541,1,3,850070.0,8490.0,1698.0,3139.0
ID1543,0,1,4305550.0,3855.0,3855.0,4363.0
ID1543,0,2,5035550.0,4576.0,4576.0,4363.0
ID1543,0,3,4768300.0,4287.0,4287.0,4363.0
ID1543,1,1,1545940.0,15164.0,3032.8,4363.0
ID1543,1,2,1469780.0,14884.0,2976.8,4363.0
ID1543,1,3,1216520.0,12074.0,2414.8,4363.0
ID1551,0,1,1222900.0,1097.0,1097.0,3939.0
ID1551,0,2,1326450.0,1188.0,1188.0,3939.0
ID1551,0,3,934950.0,836.0,836.0,3939.0
ID1566,0,1,2989350.0,2704.0,2704.0,8843.0
ID1566,0,2,4305750.0,3861.0,3861.0,8843.0
ID1566,0,3,2905050.0,2613.0,2613.0,8843.0
ID1566,1,1,1445320.0,14285.0,2857.0,8843.0
ID1566,1,2,953870.0,9536.0,1907.2,8843.0
ID1566,1,3,1247940.0,12466.0,2493.2000000000003,8843.0
ID1575,0,1,2279800.0,2026.0,2026.0,4404.0
ID1575,0,2,2356050.0,2119.0,2119.0,4404.0
ID1575,0,3,2433800.0,2170.0,2170.0,4404.0
ID1587,0,1,1292400.0,1170.0,1170.0,3137.0
ID1587,0,2,1103300.0,994.0,994.0,3137.0
ID1587,0,3,1022650.0,923.0,923.0,3137.0
ID1587,1,1,860690.0,8541.0,1708.2,3137.0
ID1587,1,2,912460.0,9180.0,1836.0,3137.0
ID1587,1,3,829330.0,8282.0,1656.4,3137.0
ID1603,0,1,1346200.0,1203.0,1203.0,542.0
ID1603,0,2,1142550.0,1030.0,1030.0,542.0
ID1603,0,3,1383550.0,1239.0,1239.0,542.0
ID1611,0,1,3255350.0,2947.0,2947.0,8889.0
ID1611,0,2,3559000.0,3188.0,3188.0,8889.0
ID1611,0,3,3908400.0,3511.0,3511.0,8889.0
ID1611,1,1,1409010.0,14135.0,2827.0,8889.0
ID1611,1,2,1279750.0,12945.0,2589.0,8889.0
ID1611,1,3,1444690.0,14458.0,2891.6000000000004,8889.0
ID1625,0,1,3405000.0,3077.0,3077.0,6734.0
ID1625,0,2,2902850.0,2619.0,2619.0,6734.0
ID1625,0,3,3241300.0,2932.0,2932.0,6734.0
ID1625,1,1,1488980.0,14899.0,2979.8,6734.0
ID1625,1,2,1662300.0,16705.0,3341.0,6734.0
ID1625,1,3,1547970.0,15525.0,3105.0,6734.0
ID1635,1,1,1175250.0,11674.0,2334.8,3465.0
ID1635,1,2,1290880.0,12803.0,2560.6,3465.0
ID1635,1,3,1143520.0,11381.0,2276.2,3465.0
ID1654,0,1,3061550.0,2772.0,2772.0,6110.0
ID1654,0,2,3199500.0,2886.0,2886.0,6110.0
ID1654,0,3,4048200.0,3647.0,3647.0,6110.0
ID1654,1,1,1421130.0,14146.0,2829.2,6110.0
ID1654,1,2,1470730.0,14836.0,2967.2000000000003,6110.0
ID1654,1,3,1353010.0,13696.0,2739.2,6110.0
ID1696,1,1,1177620.0,11855.0,2371.0,3638.0
ID1696,1,2,1354960.0,13673.0,2734.6,3638.0
ID1696,1,3,1139100.0,11232.0,2246.4,3638.0
ID1718,0,1,1225850.0,1100.0,1100.0,1506.0
ID1718,0,2,1145700.0,1036.0,1036.0,1506.0
ID1718,0,3,1355250.0,1218.0,1218.0,1506.0
ID1721,0,1,3497300.0,3174.0,3174.0,3165.0
ID1721,0,2,3229350.0,2915.0,2915.0,3165.0
ID1721,0,3,3505200.0,3155.0,3155.0,3165.0
ID1721,1,1,1094910.0,11066.0,2213.2000000000003,3165.0
ID1721,1,2,1658990.0,16566.0,3313.2000000000003,3165.0
ID1721,1,3,1266230.0,12708.0,2541.6,3165.0
ID1723,0,1,1147800.0,1033.0,1033.0,2745.0
ID1723,0,2,1334900.0,1203.0,1203.0,2745.0
ID1723,0,3,1194400.0,1081.0,1081.0,2745.0
ID1723,1,1,719760.0,7095.0,1419.0,2745.0
ID1723,1,2,886210.0,8914.0,1782.8000000000002,2745.0
ID1723,1,3,724990.0,7268.0,1453.6,2745.0
ID1726,0,1,1275300.0,1152.0,1152.0,1371.0
ID1726,0,2,1116050.0,1003.0,1003.0,1371.0
ID1726,0,3,884550.0,793.0,793.0,1371.0
ID1732,1,1,1252130.0,12412.0,2482.4,4524.0
ID1732,1,2,1545790.0,15455.0,3091.0,4524.0
ID1732,1,3,890520.0,8873.0,1774.6000000000001,4524.0
ID1734,1,1,1087620.0,10903.0,2180.6,4648.0
ID1734,1,2,811040.0,8250.0,1650.0,4648.0
ID1734,1,3,1340350.0,13431.0,2686.2000000000003,4648.0
ID1740,1,1,1363440.0,13712.0,2742.4,5546.0
ID1740,1,2,1195120.0,11962.0,2392.4,5546.0
ID1740,1,3,1197350.0,11913.0,2382.6,5546.0
ID1743,0,1,950550.0,870.0,870.0,4465.0
ID1743,0,2,1087700.0,971.0,971.0,4465.0
ID1743,0,3,1036700.0,938.0,938.0,4465.0
ID1745,0,1,1224300.0,1105.0,1105.0,3898.0
ID1745,0,2,1219350.0,1097.0,1097.0,3898.0
ID1745,0,3,950800.0,853.0,853.0,3898.0
ID1750,0,1,3755450.0,3367.0,3367.0,4920.5
ID1750,0,2,3549100.0,3177.0,3177.0,4920.5
ID1750,0,3,3455250.0,3128.0,3128.0,4920.5
ID1750,1,1,948660.0,9504.0,1900.8,4920.5
ID1750,1,2,811810.0,8225.0,1645.0,4920.5
ID1750,1,3,930030.0,9353.0,1870.6000000000001,4920.5
ID1763,1,1,758470.0,7655.0,1531.0,329.0
ID1763,1,2,607710.0,6001.0,1200.2,329.0
ID1763,1,3,655080.0,6517.0,1303.4,329.0
ID1764,0,1,2992000.0,2694.0,2694.0,9126.0
ID1764,0,2,2987350.0,2678.0,2678.0,9126.0
ID1764,0,3,3401050.0,3083.0,3083.0,9126.0
ID1764,1,1,1394600.0,14083.0,2816.6,9126.0
ID1764,1,2,1431290.0,14144.0,2828.8,9126.0
ID1764,1,3,1355640.0,13756.0,2751.2000000000003,9126.0
ID1768,0,1,3241350.0,2949.0,2949.0,9241.0
ID1768,0,2,3162400.0,2824.0,2824.0,9241.0
ID1768,0,3,3530600.0,3158.0,3158.0,9241.0
ID1768,1,1,1389030.0,13953.0,2790.6000000000004,9241.0
ID1768,1,2,1609390.0,16105.0,3221.0,9241.0
ID1768,1,3,1634930.0,16269.0,3253.8,9241.0
ID1769,0,1,1271950.0,1142.0,1142.0,764.0
ID1769,0,2,1140250.0,1017.0,1017.0,764.0
ID1769,0,3,1013050.0,914.0,914.0,764.0
ID1769,1,1,895490.0,8840.0,1768.0,764.0
ID1769,1,2,939010.0,9439.0,1887.8000000000002,764.0
ID1769,1,3,587800.0,5810.0,1162.0,764.0
ID1772,0,1,2830400.0,2527.0,2527.0,9950.0
ID1772,0,2,3394750.0,3095.0,3095.0,9950.0
ID1772,0,3,3841350.0,3469.0,3469.0,9950.0
ID1772,1,1,1504260.0,15093.0,3018.6,9950.0
ID1772,1,2,1516290.0,15335.0,3067.0,9950.0
ID1772,1,3,1359470.0,13828.0,2765.6000000000004,9950.0
ID1795,0,1,3927900.0,3517.0,3517.0,9296.0
ID1795,0,2,3787500.0,3419.0,3419.0,9296.0
ID1795,0,3,3574200.0,3209.0,3209.0,9296.0
ID1795,1,1,1601500.0,15833.0,3166.6000000000004,9296.0
ID1795,1,2,1967720.0,19621.0,3924.2000000000003,9296.0
ID1795,1,3,1684240.0,16756.0,3351.2,9296.0
ID1808,0,1,3839500.0,3497.0,3497.0,8895.0
ID1808,0,2,3520100.0,3172.0,3172.0,8895.0
ID1808,0,3,3131200.0,2815.0,2815.0,8895.0
ID1808,1,1,1706040.0,17051.0,3410.2000000000003,8895.0
ID1808,1,2,1588710.0,15917.0,3183.4,8895.0
ID1808,1,3,1144630.0,11495.0,2299.0,8895.0
ID1811,0,1,3054050.0,2767.0,2767.0,9058.0
ID1811,0,2,2472450.0,2197.0,2197.0,9058.0
ID1811,0,3,3104650.0,2789.0,2789.0,9058.0
ID1811,1,1,1260630.0,12611.0,2522.2,9058.0
ID1811,1,2,1503180.0,15038.0,3007.6000000000004,9058.0
ID1811,1,3,1384560.0,14078.0,2815.6000000000004,9058.0
ID1818,1,1,1179080.0,11613.0,2322.6,4003.0
ID1818,1,2,799950.0,7966.0,1593.2,4003.0
ID1818,1,3,1409200.0,14115.0,2823.0,4003.0
ID1819,0,1,1013500.0,924.0,924.0,1180.0
ID1819,0,2,1263350.0,1149.0,1149.0,1180.0
ID1819,0,3,1226300.0,1104.0,1104.0,1180.0
ID1832,0,1,1062150.0,958.0,958.0,2478.0
ID1832,0,2,1059850.0,945.0,945.0,2478.0
ID1832,0,3,1186550.0,1064.0,1064.0,2478.0
ID1832,1,1,728340.0,7240.0,1448.0,2478.0
ID1832,1,2,985560.0,9845.0,1969.0,2478.0
ID1832,1,3,756360.0,7505.0,1501.0,2478.0
ID1840,0,1,3346650.0,3037.0,3037.0,8463.0
ID1840,0,2,3160950.0,2838.0,2838.0,8463.0
ID1840,0,3,2767400.0,2479.0,2479.0,8463.0
ID1840,1,1,1370970.0,13676.0,2735.2000000000003,8463.0
ID1840,1,2,2064680.0,20626.0,4125.2,8463.0
ID1840,1,3,1763180.0,17582.0,3516.4,8463.0
ID1844,0,1,3073000.0,2769.0,2769.0,3100.0
ID1844,0,2,2808000.0,2521.0,2521.0,3100.0
ID1844,0,3,2755850.0,2478.0,2478.0,3100.0
ID1859,1,1,1067550.0,10835.0,2167.0,4527.0
ID1859,1,2,1139810.0,11462.0,2292.4,4527.0
ID1859,1,3,1162860.0,11543.0,2308.6,4527.0
ID1860,1,1,531200.0,5334.0,1066.8,481.0
ID1860,1,2,836570.0,8450.0,1690.0,481.0
ID1860,1,3,583940.0,5862.0,1172.4,481.0
ID1866,0,1,1014750.0,905.0,905.0,1632.0
ID1866,0,2,1198650.0,1077.0,1077.0,1632.0
ID1866,0,3,1069300.0,972.0,972.0,1632.0
ID1866,1,1,949880.0,9444.0,1888.8,1632.0
ID1866,1,2,789590.0,7899.0,1579.8,1632.0
ID1866,1,3,1134560.0,11294.0,2258.8,1632.0
ID1878,1,1,1130700.0,11178.0,2235.6,4138.0
ID1878,1,2,1280840.0,12910.0,2582.0,4138.0
ID1878,1,3,1194800.0,11952.0,2390.4,4138.0
ID1886,0,1,3238000.0,2889.0,2889.0,8717.0
ID1886,0,2,3608850.0,3253.0,3253.0,8717.0
ID1886,0,3,3554500.0,3189.0,3189.0,8717.0
ID1886,1,1,1604170.0,15987.0,3197.4,8717.0
ID1886,1,2,1723800.0,17446.0,3489.2000000000003,8717.0
ID1886,1,3,1744130.0,17379.0,3475.8,8717.0
ID1893,1,1,464400.0,4647.0,929.4,1583.0
ID1893,1,2,535770.0,5491.0,1098.2,1583.0
ID1893,1,3,637590.0,6328.0,1265.6000000000001,1583.0
ID1902,1,1,721180.0,7101.0,1420.2,1388.0
ID1902,1,2,671370.0,6610.0,1322.0,1388.0
ID1902,1,3,566750.0,5739.0,1147.8,1388.0
ID1908,0,1,3923500.0,3530.0,3530.0,3011.0
ID1908,0,2,4335200.0,3888.0,3888.0,3011.0
